broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit,account_id
VK064,keynote,LIQUIDBEES,72.0,SELL,Total EXIT,ACC_000331
VK064,keynote,BANKBARODA,498.0,BUY,Total ENTRY,ACC_000331
VK064,keynote,PFC,35.0,BUY,,ACC_000331
MB048,keynote,DEEPAKFERT,49.0,SELL,,ACC_000383
MB048,keynote,GPTHEALTH,195.0,SELL,,ACC_000383
MB048,keynote,AXISBANK,101.0,BUY,Total ENTRY,ACC_000383
MB048,keynote,VEDL,22.0,SELL,,ACC_000383
MB048,keynote,GPTINFRA,177.0,BUY,,ACC_000383
MB048,keynote,KPIGREEN,15.0,SELL,,ACC_000383
MB048,keynote,PYRAMID,606.0,SELL,,ACC_000383
MB048,keynote,MANGCHEFER,154.0,SELL,,ACC_000383
MB048,keynote,BBL,6.0,SELL,,ACC_000383
MB048,keynote,SPANDANA,56.0,SELL,,ACC_000383
MB048,keynote,VHLTD,1619.0,BUY,Total ENTRY,ACC_000383
YS008,keynote,GPTINFRA,3.0,BUY,,ACC_000394
YS008,keynote,SHRIRAMFIN,21.0,BUY,,ACC_000394
YS008,keynote,SPANDANA,64.0,SELL,,ACC_000394
YS008,keynote,PNB,40.0,BUY,,ACC_000394
YS008,keynote,RECLTD,21.0,BUY,,ACC_000394
YS008,keynote,LIQUIDBEES,60.0,SELL,Total EXIT,ACC_000394
YS008,keynote,BANKBARODA,319.0,BUY,Total ENTRY,ACC_000394
YS008,keynote,PFC,23.0,BUY,,ACC_000394
NS079,keynote,VEDL,25.0,SELL,,ACC_000314
NS079,keynote,SHRIRAMFIN,35.0,BUY,,ACC_000314
NS079,keynote,RECLTD,6.0,BUY,,ACC_000314
NS079,keynote,DEEPAKFERT,97.0,SELL,,ACC_000314
NS079,keynote,AXISBANK,32.0,SELL,,ACC_000314
NS079,keynote,GPTINFRA,203.0,BUY,,ACC_000314
NS079,keynote,KPIGREEN,18.0,SELL,,ACC_000314
NS079,keynote,MANGCHEFER,324.0,SELL,,ACC_000314
NS079,keynote,BBL,8.0,SELL,,ACC_000314
NS079,keynote,SPANDANA,41.0,SELL,,ACC_000314
NS079,keynote,PNB,5.0,BUY,,ACC_000314
NS079,keynote,VHLTD,2392.0,BUY,Total ENTRY,ACC_000314
NS079,keynote,BHARTIARTL,5.0,SELL,,ACC_000314
NS079,keynote,GPTHEALTH,313.0,SELL,,ACC_000314
NS079,keynote,PYRAMID,218.0,SELL,,ACC_000314
NS079,keynote,BANKBARODA,57.0,BUY,,ACC_000314
NS079,keynote,PFC,369.0,SELL,,ACC_000314
VS096,keynote,GPTINFRA,4.0,BUY,,ACC_000372
VS096,keynote,SHRIRAMFIN,19.0,BUY,,ACC_000372
VS096,keynote,SPANDANA,56.0,SELL,,ACC_000372
VS096,keynote,PNB,36.0,BUY,,ACC_000372
VS096,keynote,RECLTD,18.0,BUY,,ACC_000372
VS096,keynote,LIQUIDBEES,57.0,SELL,Total EXIT,ACC_000372
VS096,keynote,BANKBARODA,282.0,BUY,Total ENTRY,ACC_000372
VS096,keynote,PFC,20.0,BUY,,ACC_000372
KG024,keynote,VEDL,812.0,SELL,Total EXIT,ACC_000388
KG024,keynote,SHRIRAMFIN,736.0,BUY,,ACC_000388
KG024,keynote,RECLTD,1025.0,BUY,,ACC_000388
KG024,keynote,DEEPAKFERT,817.0,SELL,Total EXIT,ACC_000388
KG024,keynote,AXISBANK,253.0,SELL,Total EXIT,ACC_000388
KG024,keynote,GPTINFRA,6583.0,BUY,,ACC_000388
KG024,keynote,KPIGREEN,665.0,SELL,Total EXIT,ACC_000388
KG024,keynote,HDFCBANK,113.0,SELL,Total EXIT,ACC_000388
KG024,keynote,BBL,93.0,SELL,Total EXIT,ACC_000388
KG024,keynote,SPANDANA,2969.0,BUY,,ACC_000388
KG024,keynote,PNB,4149.0,BUY,,ACC_000388
KG024,keynote,LIQUIDBEES,292886.0,SELL,Total EXIT,ACC_000388
KG024,keynote,BHARTIARTL,217.0,BUY,,ACC_000388
KG024,keynote,GPTHEALTH,5338.0,SELL,Total EXIT,ACC_000388
KG024,keynote,PYRAMID,3319.0,SELL,Total EXIT,ACC_000388
KG024,keynote,BANKBARODA,1618.0,BUY,,ACC_000388
KG024,keynote,PFC,1066.0,BUY,,ACC_000388
BD027,keynote,VEDL,97.0,BUY,,ACC_000328
BD027,keynote,SHRIRAMFIN,38.0,BUY,,ACC_000328
BD027,keynote,RECLTD,39.0,BUY,,ACC_000328
BD027,keynote,DEEPAKFERT,5.0,SELL,,ACC_000328
BD027,keynote,AXISBANK,39.0,SELL,,ACC_000328
BD027,keynote,GPTINFRA,695.0,BUY,,ACC_000328
BD027,keynote,KPIGREEN,14.0,BUY,,ACC_000328
BD027,keynote,MANGCHEFER,319.0,SELL,,ACC_000328
BD027,keynote,BBL,12.0,BUY,,ACC_000328
BD027,keynote,SPANDANA,107.0,SELL,,ACC_000328
BD027,keynote,PNB,81.0,BUY,,ACC_000328
BD027,keynote,VHLTD,992.0,BUY,,ACC_000328
BD027,keynote,LIQUIDBEES,113.0,SELL,Total EXIT,ACC_000328
BD027,keynote,BHARTIARTL,5.0,BUY,,ACC_000328
BD027,keynote,GPTHEALTH,153.0,SELL,,ACC_000328
BD027,keynote,PYRAMID,265.0,SELL,,ACC_000328
BD027,keynote,BANKBARODA,73.0,SELL,,ACC_000328
BD027,keynote,PFC,44.0,BUY,,ACC_000328
RG003,other,DEEPAKFERT,237.0,BUY,Total ENTRY,ACC_000356
RG003,other,GPTHEALTH,1726.0,BUY,Total ENTRY,ACC_000356
RG003,other,AXISBANK,84.0,BUY,Total ENTRY,ACC_000356
RG003,other,VEDL,287.0,SELL,Total EXIT,ACC_000356
RG003,other,GPTINFRA,1205.0,BUY,,ACC_000356
RG003,other,KPIGREEN,262.0,BUY,Total ENTRY,ACC_000356
RG003,other,PYRAMID,1060.0,BUY,Total ENTRY,ACC_000356
RG003,other,MANGCHEFER,2871.0,SELL,Total EXIT,ACC_000356
RG003,other,SHRIRAMFIN,200.0,SELL,Total EXIT,ACC_000356
RG003,other,HDFCBANK,47.0,SELL,Total EXIT,ACC_000356
RG003,other,SPANDANA,308.0,BUY,,ACC_000356
RG003,other,PNB,880.0,SELL,Total EXIT,ACC_000356
RG003,other,RECLTD,263.0,SELL,Total EXIT,ACC_000356
RG003,other,BBL,33.0,BUY,Total ENTRY,ACC_000356
RG003,other,BANKBARODA,413.0,SELL,Total EXIT,ACC_000356
RG003,other,PFC,210.0,SELL,Total EXIT,ACC_000356
RG003,other,BHARTIARTL,79.0,SELL,Total EXIT,ACC_000356
DS069,keynote,VEDL,123.0,BUY,,ACC_000332
DS069,keynote,SHRIRAMFIN,49.0,BUY,,ACC_000332
DS069,keynote,RECLTD,48.0,BUY,,ACC_000332
DS069,keynote,DEEPAKFERT,151.0,SELL,,ACC_000332
DS069,keynote,AXISBANK,22.0,SELL,,ACC_000332
DS069,keynote,GPTINFRA,222.0,SELL,,ACC_000332
DS069,keynote,KPIGREEN,12.0,BUY,,ACC_000332
DS069,keynote,MANGCHEFER,446.0,SELL,,ACC_000332
DS069,keynote,BBL,4.0,SELL,,ACC_000332
DS069,keynote,SPANDANA,163.0,SELL,,ACC_000332
DS069,keynote,PNB,87.0,BUY,,ACC_000332
DS069,keynote,VHLTD,2405.0,BUY,Total ENTRY,ACC_000332
DS069,keynote,LIQUIDBEES,309.0,SELL,Total EXIT,ACC_000332
DS069,keynote,BHARTIARTL,1.0,SELL,,ACC_000332
DS069,keynote,GPTHEALTH,2796.0,BUY,,ACC_000332
DS069,keynote,PYRAMID,534.0,SELL,,ACC_000332
DS069,keynote,BANKBARODA,100.0,SELL,,ACC_000332
DS069,keynote,PFC,54.0,BUY,,ACC_000332
JS054,keynote,DEEPAKFERT,100.0,SELL,,ACC_000380
JS054,keynote,GPTHEALTH,441.0,SELL,,ACC_000380
JS054,keynote,AXISBANK,102.0,BUY,Total ENTRY,ACC_000380
JS054,keynote,GPTINFRA,231.0,SELL,,ACC_000380
JS054,keynote,KPIGREEN,3.0,BUY,,ACC_000380
JS054,keynote,PYRAMID,291.0,SELL,,ACC_000380
JS054,keynote,SPANDANA,258.0,SELL,,ACC_000380
JS054,keynote,BBL,41.0,BUY,Total ENTRY,ACC_000380
JS054,keynote,LIQUIDBEES,34.0,SELL,Total EXIT,ACC_000380
XXS667,zerodha,DEEPAKFERT,93.0,SELL,,ACC_000304
XXS667,zerodha,GPTHEALTH,409.0,SELL,,ACC_000304
XXS667,zerodha,AXISBANK,16.0,SELL,,ACC_000304
XXS667,zerodha,GPTINFRA,1285.0,BUY,,ACC_000304
XXS667,zerodha,KPIGREEN,3.0,BUY,,ACC_000304
XXS667,zerodha,PYRAMID,46.0,SELL,,ACC_000304
XXS667,zerodha,BBL,3.0,SELL,,ACC_000304
XXS667,zerodha,SPANDANA,247.0,SELL,,ACC_000304
XXS667,zerodha,LIQUIDBEES,1.0,SELL,Total EXIT,ACC_000304
HB011,keynote,DEEPAKFERT,60.0,SELL,,ACC_000376
HB011,keynote,GPTHEALTH,31.0,BUY,,ACC_000376
HB011,keynote,AXISBANK,76.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,GPTINFRA,96.0,SELL,,ACC_000376
HB011,keynote,KPIGREEN,236.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,PYRAMID,956.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,SPANDANA,220.0,SELL,,ACC_000376
HB011,keynote,BBL,30.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,LIQUIDBEES,273.0,SELL,Total EXIT,ACC_000376
PS093,keynote,GPTINFRA,52.0,BUY,,ACC_000535
PS093,keynote,SHRIRAMFIN,5.0,BUY,,ACC_000535
PS093,keynote,SPANDANA,26.0,SELL,,ACC_000535
PS093,keynote,PNB,15.0,SELL,,ACC_000535
PS093,keynote,RECLTD,3.0,SELL,,ACC_000535
PS093,keynote,BANKBARODA,11.0,SELL,,ACC_000535
PS093,keynote,BHARTIARTL,2.0,SELL,,ACC_000535
VD029,keynote,GPTINFRA,7.0,SELL,,ACC_000351
VD029,keynote,MANGCHEFER,1.0,SELL,Total EXIT,ACC_000351
VD029,keynote,SHRIRAMFIN,27.0,BUY,,ACC_000351
VD029,keynote,SPANDANA,90.0,SELL,,ACC_000351
VD029,keynote,PNB,48.0,BUY,,ACC_000351
VD029,keynote,RECLTD,27.0,BUY,,ACC_000351
VD029,keynote,LIQUIDBEES,72.0,SELL,Total EXIT,ACC_000351
VD029,keynote,BANKBARODA,429.0,BUY,Total ENTRY,ACC_000351
VD029,keynote,PFC,29.0,BUY,,ACC_000351
UG009,keynote,GPTINFRA,12.0,BUY,,ACC_000397
UG009,keynote,SHRIRAMFIN,33.0,BUY,,ACC_000397
UG009,keynote,SPANDANA,96.0,SELL,,ACC_000397
UG009,keynote,PNB,64.0,BUY,,ACC_000397
UG009,keynote,RECLTD,32.0,BUY,,ACC_000397
UG009,keynote,LIQUIDBEES,91.0,SELL,Total EXIT,ACC_000397
UG009,keynote,BANKBARODA,494.0,BUY,Total ENTRY,ACC_000397
UG009,keynote,PFC,36.0,BUY,,ACC_000397
UG009,keynote,BHARTIARTL,1.0,BUY,,ACC_000397
MK100,keynote,VEDL,872.0,BUY,,ACC_000303
MK100,keynote,SHRIRAMFIN,352.0,BUY,,ACC_000303
MK100,keynote,RECLTD,352.0,BUY,,ACC_000303
MK100,keynote,DEEPAKFERT,1084.0,SELL,,ACC_000303
MK100,keynote,AXISBANK,141.0,SELL,,ACC_000303
MK100,keynote,GPTINFRA,1088.0,SELL,,ACC_000303
MK100,keynote,KPIGREEN,353.0,SELL,,ACC_000303
MK100,keynote,MANGCHEFER,2909.0,SELL,,ACC_000303
MK100,keynote,BBL,22.0,SELL,,ACC_000303
MK100,keynote,SPANDANA,986.0,SELL,,ACC_000303
MK100,keynote,PNB,718.0,BUY,,ACC_000303
MK100,keynote,VHLTD,4817.0,BUY,,ACC_000303
MK100,keynote,LIQUIDBEES,1083.0,SELL,Total EXIT,ACC_000303
MK100,keynote,BHARTIARTL,6.0,BUY,,ACC_000303
MK100,keynote,GPTHEALTH,18930.0,BUY,,ACC_000303
MK100,keynote,PYRAMID,2428.0,SELL,,ACC_000303
MK100,keynote,BANKBARODA,70.0,BUY,,ACC_000303
MK100,keynote,PFC,390.0,BUY,,ACC_000303
RG027,keynote,DEEPAKFERT,77.0,SELL,,ACC_000363
RG027,keynote,GPTHEALTH,335.0,SELL,,ACC_000363
RG027,keynote,AXISBANK,79.0,BUY,Total ENTRY,ACC_000363
RG027,keynote,GPTINFRA,169.0,SELL,,ACC_000363
RG027,keynote,KPIGREEN,3.0,BUY,,ACC_000363
RG027,keynote,PYRAMID,221.0,SELL,,ACC_000363
RG027,keynote,SPANDANA,101.0,SELL,,ACC_000363
RG027,keynote,BBL,31.0,BUY,Total ENTRY,ACC_000363
RG027,keynote,VHLTD,240.0,SELL,Total EXIT,ACC_000363
RG027,keynote,LIQUIDBEES,34.0,SELL,Total EXIT,ACC_000363
BD029,keynote,GPTINFRA,1.0,BUY,,ACC_000346
BD029,keynote,SHRIRAMFIN,32.0,BUY,,ACC_000346
BD029,keynote,SPANDANA,216.0,SELL,,ACC_000346
BD029,keynote,PNB,58.0,BUY,,ACC_000346
BD029,keynote,RECLTD,31.0,BUY,,ACC_000346
BD029,keynote,LIQUIDBEES,33.0,SELL,Total EXIT,ACC_000346
BD029,keynote,BANKBARODA,484.0,BUY,Total ENTRY,ACC_000346
BD029,keynote,PFC,34.0,BUY,,ACC_000346
BD029,keynote,BHARTIARTL,1.0,SELL,,ACC_000346
PP079,keynote,DEEPAKFERT,79.0,SELL,,ACC_000345
PP079,keynote,GPTHEALTH,341.0,SELL,,ACC_000345
PP079,keynote,AXISBANK,82.0,BUY,Total ENTRY,ACC_000345
PP079,keynote,GPTINFRA,167.0,SELL,,ACC_000345
PP079,keynote,KPIGREEN,3.0,BUY,,ACC_000345
PP079,keynote,PYRAMID,225.0,SELL,,ACC_000345
PP079,keynote,SPANDANA,102.0,SELL,,ACC_000345
PP079,keynote,BBL,32.0,BUY,Total ENTRY,ACC_000345
PP079,keynote,VHLTD,220.0,SELL,Total EXIT,ACC_000345
PP079,keynote,LIQUIDBEES,33.0,SELL,Total EXIT,ACC_000345
TS020,keynote,VEDL,2.0,BUY,,ACC_000322
TS020,keynote,SHRIRAMFIN,41.0,BUY,,ACC_000322
TS020,keynote,RECLTD,18.0,BUY,,ACC_000322
TS020,keynote,DEEPAKFERT,85.0,SELL,,ACC_000322
TS020,keynote,AXISBANK,10.0,SELL,,ACC_000322
TS020,keynote,GPTINFRA,127.0,BUY,,ACC_000322
TS020,keynote,KPIGREEN,1.0,BUY,,ACC_000322
TS020,keynote,MANGCHEFER,284.0,SELL,,ACC_000322
TS020,keynote,BBL,5.0,SELL,,ACC_000322
TS020,keynote,SPANDANA,195.0,SELL,,ACC_000322
TS020,keynote,PNB,56.0,BUY,,ACC_000322
TS020,keynote,VHLTD,2009.0,BUY,Total ENTRY,ACC_000322
TS020,keynote,LIQUIDBEES,4.0,SELL,Total EXIT,ACC_000322
TS020,keynote,BHARTIARTL,2.0,BUY,,ACC_000322
TS020,keynote,GPTHEALTH,290.0,SELL,,ACC_000322
TS020,keynote,PYRAMID,200.0,SELL,,ACC_000322
TS020,keynote,BANKBARODA,7.0,BUY,,ACC_000322
TS020,keynote,PFC,29.0,BUY,,ACC_000322
BD024,keynote,VEDL,160.0,BUY,,ACC_000317
BD024,keynote,SHRIRAMFIN,265.0,SELL,,ACC_000317
BD024,keynote,RECLTD,65.0,BUY,,ACC_000317
BD024,keynote,DEEPAKFERT,134.0,SELL,,ACC_000317
BD024,keynote,AXISBANK,82.0,SELL,,ACC_000317
BD024,keynote,GPTINFRA,776.0,BUY,,ACC_000317
BD024,keynote,KPIGREEN,114.0,BUY,,ACC_000317
BD024,keynote,MANGCHEFER,528.0,SELL,,ACC_000317
BD024,keynote,BBL,19.0,BUY,,ACC_000317
BD024,keynote,SPANDANA,177.0,SELL,,ACC_000317
BD024,keynote,PNB,134.0,BUY,,ACC_000317
BD024,keynote,VHLTD,2973.0,BUY,Total ENTRY,ACC_000317
BD024,keynote,LIQUIDBEES,57.0,SELL,Total EXIT,ACC_000317
BD024,keynote,BHARTIARTL,2.0,BUY,,ACC_000317
BD024,keynote,GPTHEALTH,93.0,SELL,,ACC_000317
BD024,keynote,PYRAMID,439.0,SELL,,ACC_000317
BD024,keynote,BANKBARODA,143.0,BUY,,ACC_000317
BD024,keynote,PFC,72.0,BUY,,ACC_000317
MS002,finflo,DEEPAKFERT,124.0,SELL,,ACC_000352
MS002,finflo,GPTHEALTH,372.0,BUY,,ACC_000352
MS002,finflo,AXISBANK,7.0,BUY,,ACC_000352
MS002,finflo,GPTINFRA,461.0,SELL,,ACC_000352
MS002,finflo,KPIGREEN,15.0,SELL,,ACC_000352
MS002,finflo,PYRAMID,236.0,BUY,,ACC_000352
MS002,finflo,BBL,6.0,SELL,,ACC_000352
MS002,finflo,SPANDANA,201.0,SELL,,ACC_000352
MS002,finflo,VHLTD,1118.0,SELL,Total EXIT,ACC_000352
MS002,finflo,LIQUIDBEES,5.0,SELL,Total EXIT,ACC_000352
KS002,finflo,GPTINFRA,67.0,SELL,,ACC_000350
KS002,finflo,SHRIRAMFIN,7.0,BUY,,ACC_000350
KS002,finflo,SPANDANA,347.0,BUY,Total ENTRY,ACC_000350
KS002,finflo,PNB,8.0,SELL,,ACC_000350
KS002,finflo,RECLTD,5.0,BUY,,ACC_000350
KS002,finflo,LIQUIDBEES,43.0,SELL,Total EXIT,ACC_000350
KS002,finflo,BANKBARODA,11.0,SELL,,ACC_000350
KS002,finflo,PFC,6.0,BUY,,ACC_000350
KS002,finflo,BHARTIARTL,2.0,SELL,,ACC_000350
YB001,other,DEEPAKFERT,94.0,SELL,,ACC_000378
YB001,other,GPTHEALTH,58.0,BUY,,ACC_000378
YB001,other,AXISBANK,16.0,SELL,,ACC_000378
YB001,other,GPTINFRA,165.0,BUY,,ACC_000378
YB001,other,KPIGREEN,5.0,BUY,,ACC_000378
YB001,other,PYRAMID,235.0,BUY,,ACC_000378
YB001,other,BBL,3.0,SELL,,ACC_000378
YB001,other,SPANDANA,138.0,SELL,,ACC_000378
YB001,other,VHLTD,848.0,SELL,Total EXIT,ACC_000378
YB001,other,LIQUIDBEES,1.0,SELL,Total EXIT,ACC_000378
PS092,keynote,GPTINFRA,15.0,BUY,,ACC_000529
PS092,keynote,SHRIRAMFIN,2.0,BUY,,ACC_000529
PS092,keynote,SPANDANA,20.0,SELL,,ACC_000529
PS092,keynote,BANKBARODA,1.0,SELL,,ACC_000529
