broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit,account_id
TS020,keynote,GPTHEALTH,160.0,BUY,,ACC_000322
TS020,keynote,PYRAMID,27.0,BUY,,ACC_000322
TS020,keynote,AXISBANK,10.0,BUY,,ACC_000322
TS020,keynote,BBL,3.0,BUY,,ACC_000322
TS020,keynote,KPIGREEN,52.0,BUY,,ACC_000322
TS020,keynote,DEEPAKFERT,38.0,SELL,,ACC_000322
TS020,keynote,VEDL,3.0,SELL,,ACC_000322
TS020,keynote,BANKBARODA,12.0,BUY,,ACC_000322
TS020,keynote,LIQUIDBEES,4.0,SELL,Total EXIT,ACC_000322
BD024,keynote,SPANDANA,137.0,SELL,,ACC_000317
BD024,keynote,SHRIRAMFIN,276.0,SELL,,ACC_000317
BD024,keynote,MANGCHEFER,572.0,SELL,,ACC_000317
BD024,keynote,VHLTD,3030.0,BUY,Total ENTRY,ACC_000317
BD024,keynote,RECLTD,72.0,BUY,,ACC_000317
BD024,keynote,GPTINFRA,1219.0,BUY,,ACC_000317
BD024,keynote,PFC,76.0,BUY,,ACC_000317
BD024,keynote,PNB,181.0,BUY,,ACC_000317
BD024,keynote,GPTHEALTH,573.0,BUY,,ACC_000317
BD024,keynote,PYRAMID,103.0,SELL,,ACC_000317
BD024,keynote,AXISBANK,52.0,SELL,,ACC_000317
BD024,keynote,BBL,31.0,BUY,,ACC_000317
BD024,keynote,KPIGREEN,189.0,BUY,,ACC_000317
BD024,keynote,DEEPAKFERT,64.0,SELL,,ACC_000317
BD024,keynote,BHARTIARTL,1.0,SELL,,ACC_000317
BD024,keynote,VEDL,152.0,BUY,,ACC_000317
BD024,keynote,BANKBARODA,152.0,BUY,,ACC_000317
BD024,keynote,LIQUIDBEES,57.0,SELL,Total EXIT,ACC_000317
TJ001,other,KPIGREEN,42.0,BUY,,ACC_000311
TJ001,other,MANGCHEFER,343.0,SELL,,ACC_000311
TJ001,other,SPANDANA,237.0,SELL,,ACC_000311
TJ001,other,GPTHEALTH,75.0,SELL,,ACC_000311
TJ001,other,PYRAMID,104.0,SELL,,ACC_000311
TJ001,other,VHLTD,1623.0,BUY,Total ENTRY,ACC_000311
TJ001,other,DEEPAKFERT,61.0,SELL,,ACC_000311
TJ001,other,HDFCBANK,50.0,SELL,Total EXIT,ACC_000311
TJ001,other,GPTINFRA,7.0,BUY,,ACC_000311
TJ001,other,AXISBANK,2.0,SELL,,ACC_000311
TJ001,other,VEDL,69.0,BUY,,ACC_000311
TJ001,other,BBL,2.0,BUY,,ACC_000311
PS092,keynote,PFC,1.0,BUY,,ACC_000529
PS092,keynote,PNB,3.0,BUY,,ACC_000529
PS092,keynote,SPANDANA,19.0,SELL,,ACC_000529
PS092,keynote,GPTINFRA,21.0,BUY,,ACC_000529
PS092,keynote,SHRIRAMFIN,1.0,BUY,,ACC_000529
PS092,keynote,BANKBARODA,1.0,SELL,,ACC_000529
NT001,other,SPANDANA,949.0,BUY,,ACC_000339
NT001,other,CIPLA,82.0,SELL,Total EXIT,ACC_000339
NT001,other,EMSLIMITED,53.0,SELL,Total EXIT,ACC_000339
NT001,other,SHRIRAMFIN,124.0,SELL,,ACC_000339
NT001,other,LIQUID,978.0,SELL,Total EXIT,ACC_000339
NT001,other,BPCL,777.0,SELL,Total EXIT,ACC_000339
NT001,other,MANGCHEFER,819.0,BUY,Total ENTRY,ACC_000339
NT001,other,IMFA,384.0,SELL,Total EXIT,ACC_000339
NT001,other,VHLTD,1668.0,BUY,Total ENTRY,ACC_000339
NT001,other,RECLTD,70.0,BUY,,ACC_000339
NT001,other,GICRE,115.0,SELL,Total EXIT,ACC_000339
NT001,other,GPTINFRA,4143.0,BUY,Total ENTRY,ACC_000339
NT001,other,KPL,48.0,SELL,Total EXIT,ACC_000339
NT001,other,PFC,325.0,BUY,Total ENTRY,ACC_000339
NT001,other,TATAMOTORS,168.0,SELL,Total EXIT,ACC_000339
NT001,other,BAJFINANCE,15.0,SELL,Total EXIT,ACC_000339
NT001,other,GPTHEALTH,2464.0,BUY,Total ENTRY,ACC_000339
NT001,other,PNB,1340.0,BUY,Total ENTRY,ACC_000339
NT001,other,PYRAMID,68.0,BUY,,ACC_000339
NT001,other,AXISBANK,123.0,SELL,,ACC_000339
NT001,other,BBL,6.0,BUY,,ACC_000339
NT001,other,HINDALCO,225.0,SELL,Total EXIT,ACC_000339
NT001,other,KPIGREEN,111.0,BUY,,ACC_000339
NT001,other,DEEPAKFERT,17.0,BUY,,ACC_000339
NT001,other,GANDHAR,203.0,SELL,Total EXIT,ACC_000339
NT001,other,BHARTIARTL,40.0,SELL,,ACC_000339
NT001,other,VEDL,457.0,BUY,Total ENTRY,ACC_000339
NT001,other,BANKBARODA,531.0,BUY,Total ENTRY,ACC_000339
RS701,other,KPIGREEN,1.0,BUY,,ACC_000543
RS701,other,MANGCHEFER,218.0,SELL,,ACC_000543
RS701,other,SPANDANA,88.0,SELL,,ACC_000543
RS701,other,GPTHEALTH,4.0,BUY,,ACC_000543
RS701,other,PYRAMID,60.0,SELL,,ACC_000543
RS701,other,VHLTD,1447.0,BUY,Total ENTRY,ACC_000543
RS701,other,DEEPAKFERT,119.0,SELL,,ACC_000543
RS701,other,GPTINFRA,119.0,BUY,,ACC_000543
RS701,other,AXISBANK,6.0,SELL,,ACC_000543
RS701,other,VEDL,54.0,SELL,,ACC_000543
RS701,other,BBL,3.0,SELL,,ACC_000543
RN001,other,SPANDANA,3148.0,SELL,,ACC_000340
RN001,other,SHRIRAMFIN,229.0,BUY,Total ENTRY,ACC_000340
RN001,other,MANGCHEFER,109.0,SELL,,ACC_000340
RN001,other,VHLTD,1814.0,BUY,Total ENTRY,ACC_000340
RN001,other,RECLTD,343.0,BUY,Total ENTRY,ACC_000340
RN001,other,GPTINFRA,726.0,SELL,,ACC_000340
RN001,other,PFC,353.0,BUY,Total ENTRY,ACC_000340
RN001,other,PNB,1457.0,BUY,Total ENTRY,ACC_000340
RN001,other,GPTHEALTH,536.0,SELL,,ACC_000340
RN001,other,PYRAMID,397.0,SELL,,ACC_000340
RN001,other,AXISBANK,129.0,BUY,Total ENTRY,ACC_000340
RN001,other,KPEL,71.0,SELL,Total EXIT,ACC_000340
RN001,other,BBL,23.0,BUY,,ACC_000340
RN001,other,KPIGREEN,8.0,SELL,,ACC_000340
RN001,other,DEEPAKFERT,137.0,SELL,,ACC_000340
RN001,other,BHARTIARTL,75.0,BUY,Total ENTRY,ACC_000340
RN001,other,VEDL,6.0,BUY,,ACC_000340
RN001,other,BANKBARODA,578.0,BUY,Total ENTRY,ACC_000340
KM001,finflo,KPIGREEN,6.0,SELL,,ACC_000349
KM001,finflo,SPANDANA,238.0,SELL,,ACC_000349
KM001,finflo,GPTHEALTH,117.0,SELL,,ACC_000349
KM001,finflo,PYRAMID,961.0,BUY,Total ENTRY,ACC_000349
KM001,finflo,DEEPAKFERT,51.0,SELL,,ACC_000349
KM001,finflo,GPTINFRA,102.0,SELL,,ACC_000349
KM001,finflo,AXISBANK,10.0,SELL,,ACC_000349
KM001,finflo,BBL,5.0,SELL,,ACC_000349
KM001,finflo,LIQUIDBEES,24.0,SELL,Total EXIT,ACC_000349
ST078,keynote,PFC,24.0,BUY,,ACC_000384
ST078,keynote,PNB,53.0,BUY,,ACC_000384
ST078,keynote,SPANDANA,131.0,SELL,,ACC_000384
ST078,keynote,RECLTD,22.0,BUY,,ACC_000384
ST078,keynote,GPTINFRA,43.0,BUY,,ACC_000384
ST078,keynote,BHARTIARTL,1.0,SELL,,ACC_000384
ST078,keynote,SHRIRAMFIN,16.0,BUY,,ACC_000384
ST078,keynote,BANKBARODA,322.0,BUY,Total ENTRY,ACC_000384
ST078,keynote,LIQUIDBEES,28.0,SELL,Total EXIT,ACC_000384
KS001,other,SPANDANA,379.0,SELL,,ACC_000310
KS001,other,SHRIRAMFIN,10.0,BUY,,ACC_000310
KS001,other,MANGCHEFER,2024.0,SELL,,ACC_000310
KS001,other,IMFA,196.0,SELL,Total EXIT,ACC_000310
KS001,other,VHLTD,126.0,SELL,,ACC_000310
KS001,other,RECLTD,160.0,SELL,,ACC_000310
KS001,other,GICRE,224.0,SELL,Total EXIT,ACC_000310
KS001,other,GPTINFRA,564.0,SELL,,ACC_000310
KS001,other,PFC,78.0,SELL,,ACC_000310
KS001,other,PNB,2952.0,BUY,Total ENTRY,ACC_000310
KS001,other,GPTHEALTH,5430.0,BUY,Total ENTRY,ACC_000310
KS001,other,PYRAMID,847.0,BUY,,ACC_000310
KS001,other,AXISBANK,35.0,SELL,,ACC_000310
KS001,other,BBL,2.0,SELL,,ACC_000310
KS001,other,KPIGREEN,569.0,BUY,,ACC_000310
KS001,other,DEEPAKFERT,919.0,SELL,,ACC_000310
KS001,other,BHARTIARTL,117.0,SELL,,ACC_000310
KS001,other,VEDL,740.0,BUY,,ACC_000310
KS001,other,BANKBARODA,1171.0,BUY,Total ENTRY,ACC_000310
AS140,keynote,PFC,20.0,BUY,,ACC_000382
AS140,keynote,PNB,49.0,BUY,,ACC_000382
AS140,keynote,SPANDANA,133.0,SELL,,ACC_000382
AS140,keynote,RECLTD,12.0,BUY,,ACC_000382
AS140,keynote,GPTINFRA,285.0,BUY,,ACC_000382
AS140,keynote,SHRIRAMFIN,33.0,BUY,,ACC_000382
AS140,keynote,BANKBARODA,47.0,BUY,,ACC_000382
PJ701,finflo,KPIGREEN,55.0,BUY,,ACC_000544
PJ701,finflo,MANGCHEFER,830.0,SELL,Total EXIT,ACC_000544
PJ701,finflo,SPANDANA,87.0,BUY,,ACC_000544
PJ701,finflo,GPTHEALTH,356.0,BUY,,ACC_000544
PJ701,finflo,PYRAMID,200.0,BUY,,ACC_000544
PJ701,finflo,DEEPAKFERT,20.0,BUY,,ACC_000544
PJ701,finflo,GPTINFRA,666.0,BUY,,ACC_000544
PJ701,finflo,AXISBANK,10.0,BUY,,ACC_000544
PJ701,finflo,VEDL,397.0,SELL,Total EXIT,ACC_000544
PJ701,finflo,BBL,4.0,BUY,,ACC_000544
YM007,keynote,PFC,38.0,BUY,,ACC_000386
YM007,keynote,PNB,86.0,BUY,,ACC_000386
YM007,keynote,SPANDANA,211.0,SELL,,ACC_000386
YM007,keynote,RECLTD,36.0,BUY,,ACC_000386
YM007,keynote,GPTINFRA,73.0,BUY,,ACC_000386
YM007,keynote,BHARTIARTL,2.0,SELL,,ACC_000386
YM007,keynote,SHRIRAMFIN,27.0,BUY,,ACC_000386
YM007,keynote,BANKBARODA,520.0,BUY,Total ENTRY,ACC_000386
